State,District,Block,Village,N,P,K,Ph,Zn,S,Soilcolor
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ajeejpur,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ajnai,0.142621189,4.096824,279.7523,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Akodi,0.149748478,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Amashya Khedi,0.147426267,6.613464,282,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Amlawati,0.1312,3.8536,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Amlay,0.145108924,3.7142,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Awantipur Badodia,0.13525535,4.130536,280.4803,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Awantipura,0.179883668,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Badodrana,0.134447201,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bagna Khedi,0.136068367,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Banjari,0.136608756,3.5556,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Banka Khedi,0.137840452,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Barodrani,0.135970999,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Batwadi,0.1312,4,282,5.585,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bhada Hedi,0.1312,4,191,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bheel Khedi,0.137285458,4.026688,287.1291,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bhilkheda,0.133230109,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bhugor,0.134763644,4.191296,282.7808,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Bhyana Jadopur,0.133697472,4.100352,285.1488,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Binaya,0.151004516,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Chakrod,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Chapadiya,0.158248646,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Chouki Nasirabad,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Chouki Niranjanpur,0.133906812,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Chouki Shahpur,0.138322421,3.803048,277.5592,5.801,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dabri,0.155541834,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dehandi,0.1312,3.5,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Deoli,0.1312,4.186592,277.6684,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dewan Khedi,0.1312,3.8182,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dhabla Husainpur,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dholpur,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dubadiya,0.133760761,4.050496,285.2349,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dugdha,0.165478171,3.9796,284.5092,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Dunglay,0.179883668,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Fatehpur Chakrod,0.136068367,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Gerkhedi,0.133517343,4.186592,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Giglakhedi,0.136608756,4.871024,261.7798,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Gunjary,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Gurda Khedi,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Hadlay Kalan,0.132592353,3.998856,276.8039,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Hannu Khedi,0.140936734,4.270648,282.4928,5.786468,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Hirana,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ilahi,0.13966609,3.913,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Jamner,0.157586548,3.940864,281.6178,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Jethada,0.157279841,3.997144,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Jhadla,0.139315567,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kadwala,0.138322421,4.046848,280.5604,5.790248,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kamalya,0.137285458,4.49,270.625,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Khadi,0.137450983,4.125464,278.6603,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Khalilpur,0.140936734,4.784,263.8,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Khanda Khedi,0.1312,4,282,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kharkhar,0.179883668,4,282,5.758316,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Khatsur,0.143370917,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kheda Bolda,0.171417578,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Khedi Nagar,0.1312,3.7894,282,5.802092,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kishoni,0.1312,3.75,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Kohliya,0.136263101,4.022736,281.1391,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Lahar Kheda,0.13331774,3.826,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Lahauri (Gangala Khedi),0.133906812,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Lalpura,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Lasudlia Haijam,0.1312,4,282,5.873324,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Lasudliya Gouri,0.1340626,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Magraniya,0.179883668,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mahuwa Khedi,0.141865107,4.123096,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mandalkha,0.136379942,3.9148,280.0617,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mangrola,0.147426267,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mehar Khedi,0.134194046,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mitera,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mohammad Kheda,0.137285458,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mohammadpur,0.132821166,4.653464,266.8303,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mortakewadi,0.135411137,3.922232,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Mugod,0.132553406,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Nanya Khedi,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Narola Hirapur,0.136730465,4.088984,282,5.781277,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Neemkhedi (Malkasha Khedi),0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Newaj Khedi,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Nipanya Hisamuddin,0.144588009,3.9,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Nishana,0.13331774,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Niwalya,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Pachawata,0.165278568,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Pagrawad Kalan,0.136491915,3.913,282,5.771537,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Pagrawad Khurd,0.138361368,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Panwadiya,0.133517343,4.186592,277.6684,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Patlawada,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Penwchi,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Piplod,0.163657401,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Raipur,0.162153076,4.048216,280.3165,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ranoganj,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Rasalpur,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Richhoda,0.1312,4.261464,275.9303,5.892014,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Rupahedi,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Rustampur,0.163657401,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Saliya,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Shujalpur,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Siloda,0.142017511,3.5556,271.8899,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Singarpur,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Tajpur Gauri,0.13632639,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Tajpur Ukala,0.1312,3.8666,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Tanda Khurd,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Tapka Basantpur,0.135625345,4,277.8595,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Titwas,0.131730652,4,283.3407,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Tungni,0.132417092,4.098,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ugah,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Ugli,0.139315567,3.8666,278.9697,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Umarsingi,0.133760761,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Unchod,0.1312,4.163464,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,SHUJALPUR - 4006,Undai,0.1312,3.5,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Adam Kheda,0.136194944,5.608376,279.0015,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Akalpur Binni,0.1312,5.363768,279.9518,5.772356,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Alanya,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Anandi Khedi,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Arandiya,0.1312,4.542664,276.9404,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Aranya Khurd,0.1312,5.680112,271.8899,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Badbeli,0.133979837,4.784,263.8,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bakayan,0.1312,5.96,282,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bamuliya Maina,0.1312,5.668488,256.0013,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bamuliya Muchhali,0.1312,5.8816,298.04,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bansla,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bapcha,0.1312,5.80124,268.9801,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bawadi Kheda,0.1312,6.239888,299.5767,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bawadiya Maina,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Behrawal,0.131842624,5.392776,260.5422,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bhanya Khedi,0.1312,5.83632,269.0843,5.774267,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bhardi,0.131701442,5.656984,261.3612,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bhesaya Nagan,0.1312,5.7248,275.6026,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bhuriya Khajuriya,0.1312,3.873096,273.4924,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bishan Kheda,0.134447201,6.352,282,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bishan Khedi,0.1312,6.216496,279.0152,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Bolda,0.1312,6.11876,274.6199,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Char Khedi,0.1312,4.88,280.65,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Chauki Rahimabad,0.1312,7.92,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Chayani,0.1312,6.118072,275.1317,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Chhapri,0.1312,5.568,263.8,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dadiya Khedi,0.1312,3.909,277.8595,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dhabla Dheer,0.131832888,5.628512,266.2882,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dhabla Dhonsi,0.136136524,6.214424,277.2676,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dodi,0.1312,5.19368,253.9993,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dorabad,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Dubadi,0.1312,3.5556,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Farad,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Gadra Khedi,0.1312,6.368464,310.1916,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Galbi,0.1312,6.166192,274.8201,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Ganeshpur,0.132173673,5.0976,269.26,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Ghat Khedi,0.1312,4.97,274.625,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Ghatti Mukhtyarpur,0.13221262,5.715,274.4197,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Gunpipli,0.1312,4.98,251.6697,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Hanumant Kheda,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Harraj Kheda,0.1312,6.099944,278.7513,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Harru Khedi,0.1312,4,221.3303,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Imli Kheda,0.1312,5.742048,266.3026,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Jabadi,0.1312,4,282,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Jabadiya Bheel,0.1312,4,282,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Jangi Khedi,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Jawadiya Dharwas,0.1312,7.92,191,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kadi Khedi,0.1312,4,236.5,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kalapipal Gram,0.1312,4.762648,264.9375,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kamalpur,0.1312,5.7248,272.9,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kanadiya,0.1312,4.936128,279.4617,5.78,2.06,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kankad Kheda,0.1312,4,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kankariya Khokra,0.1312,4.973136,272.1738,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Kannadpur Marethi,0.1312,5.30312,261.8561,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Khajuri Alahdad,0.1312,4.98,282,5.78,1.1,7.305,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Khamlay,0.1312,5.237936,272.4177,5.78,1.1,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Khardon Kalan,0.1312,5.122984,274.2286,5.78,2.06,14.1955,brown
MADHYA PRADESH,SHAJAPUR,KALAPIPAL - 4002,Khejadiya,0.1312,6.695,276.3125,5.78,1.1,14.1955,brown
